chapter_name,qns
Geometry,Are these 2 lines perpendicular to each other?
Geometry,Are these two lines parallel to each other?
Geometry,Are these two lines perpendicular to each other?
Mixed operations,Solve: 24 - ( 12 - 6 ) = __________
Mixed operations,Solve: 25 - ( 55 - 36 ) = _________
Mixed operations,Solve: 22 + ( 75 - 5 ) - 59 = __________
Mixed operations,Solve: 85 - ( 44 + 12 ) = _________
Mixed operations,Solve: 88 - (65 + 6 ) = __________
Mixed operations,Solve: 33 + (82 – 61) + 44 = ____________ 
Mixed operations,Solve: (20 + 50) – (77 – 55) = __________
Mixed operations,Solve: (83 – 77) + (45 + 12 ) = __________
Mixed operations,Solve: (60 + 13) – (12 + 6) = __________ 
Mixed operations,Solve: 60 + (85 – 33) – 66 = __________
Mixed operations,Fill in the blank. 7 x 1 = _____  
Mixed operations,Fill in the blank. 4 x (6 + 3) = 4 x _____ + 4 x 3  
Mixed operations,Fill in the blank. (2 x 3) x _____ = 2 x (3 x 4)  
Mixed operations,Fill in the blank. 5 x 2 = 2 x _____  
Mixed operations,Fill in the blank. 6 x 0 = _____ 
Mixed operations,Fill in the blank. 6 + 2 = 2 + _____  
Mixed operations,Fill in the blank. (2 + 3) + 4 = _____ + (3 + 4)  
Mixed operations,Fill in the blank. 40 + _____ = 40 
Mixed operations,Fill in the blank. 8  x (6 + 3) = 8 x _____ + 8 x 3  
Mixed operations,Choose the correct answer. 4 x 7= ________
Mixed operations,Choose the correct answer. 2 x 9= __________
Mixed operations,Choose the correct answer. 4 x 4 = __________
Mixed operations,Choose the correct answer. 8 x 6= __________
Mixed operations,Choose the correct answer. 9 x 5 = ___________
Mixed operations,Choose the correct answer. 50 + 10 = __________
Mixed operations,Choose the correct answer. 100 + 20 = ____________
Mixed operations,Choose the correct answer. 40 + 24 = _____________
Mixed operations,Choose the correct answer. 61 + 20 = ___________
Mixed operations,Choose the correct answer. 15 + 10 = ____________
Mixed operations,"4 x 4 = 16 , then : 16 ÷ 4 =__________"
Mixed operations,"2 x 2 = 4 , then : 4 ÷ 2 =__________"
Mixed operations,"10 x 10 = 100 , then : 100 ÷ 10 =__________"
Mixed operations,"8 x 8 = 64 , then : 64 ÷ 8 =__________"
Mixed operations,"9 x 9 = 81 , then : 81 ÷ 9 =__________"
Mixed operations,"96 ÷ 8 = 12 , then : 12 x 8 =__________"
Mixed operations,"200 ÷ 8 = 25 , then 25 x 8 =__________"
Mixed operations,"75 ÷ 5 = 15 , then : 15 x 5 =__________"
Mixed operations,"180 ÷ 5 = 36 , then : 36 x 5 =__________"
Mixed operations,"315 ÷ 7 = 45 , then : 45 x 7 =__________"
Mixed operations,Add: 25 + 15 = _____________  Leave your answer in the box below.
Mixed operations,Add: 75 + 35 = _____________  Leave your answer in the box below.
Mixed operations,Add: 125 + 38 = _____________  Leave your answer in the box below.
Mixed operations,Add: 356 +188 = _____________  Leave your answer in the box below.
Mixed operations,Add: 458 + 369 = _____________  Leave your answer in the box below.
Mixed operations,Multiply: 10 x 15 = _____________  Leave your answer in the box below.
Mixed operations,Multiply: 50 x 36 = _____________  Leave your answer in the box below.
Mixed operations,Multiply: 125 x 15 = _____________  Leave your answer in the box below.
Mixed operations,Multiply: 145 x 12 = _____________  Leave your answer in the box below.
Mixed operations,Multiply: 18 x 5 = _____________  Leave your answer in the box below.
Mixed operations,Subtract: 169 - 25 = _____________  Leave your answer in the box below.
Mixed operations,Subtract: 741 - 263 = _____________  Leave your answer in the box below.
Mixed operations,Subtract: 458 - 236 = _____________  Leave your answer in the box below.
Mixed operations,Subtract: 365 - 102 = __________  Leave your answer in the box below.
Mixed operations,Subtract: 1254 - 524 = _____________  Leave your answer in the box below.
Mixed operations,Divide: 190 ÷ 10 = _____________  Leave your answer in the box below.
Mixed operations,Divide: 625 ÷ 25 = _____________  Leave your answer in the box below.
Mixed operations,Divide: 3648 ÷ 8 = _____________  Leave your answer in the box below.
Mixed operations,Divide: 4410 ÷ 35 = _____________  Leave your answer in the box below.
Mixed operations,Divide: 1116 ÷ 9 = _____________  Leave your answer in the box below.
Mixed operations,190 ÷ _____ = 19  Leave your answer in the box below.
Mixed operations,1315 ÷ _____ = 263  Leave your answer in the box below.
Mixed operations,1000 ÷ _____ = 250  Leave your answer in the box below.
Mixed operations,25 x _____ = 125 Leave your answer in the box below.
Mixed operations,325 x _____ = 3900 Leave your answer in the box below.
Mixed operations,75 x _____ = 525 Leave your answer in the box below.
Mixed operations,525 + _____ = 981 Leave your answer in the box below.
Mixed operations,1452 + _____  = 2149 Leave your answer in the box below.
Mixed operations,2564 + _____ = 2778 Leave the answer in the box below.
Mixed operations,7564 + 1256 = __________ Leave your answer in the box below.
Mixed operations,"There are some baskets on a table. Each basket contains 15 watermelons. If there are 150 watermelons, how many baskets are there on the table?"
Mixed operations,"There are 125 bowls in a kitchen. If a cabinet can store 25 bowls, how many cabinets will the kitchen need to store all of its bowls?"
Mixed operations,There are 3 cabinets in a kitchen. Each cabinet contains 15 plates. How many plates are there in the  cabinets altogether?
Mixed operations,A basket can hold 60 eggs. How many eggs can 5 similar baskets hold?
Mixed operations,"There are 60 students in a classroom. If 35 of them are girls, how many boys are there?"
Mixed operations,"There are 129 red and green apples in a box. If 85 of them are red , how many green apples are there?"
Mixed operations,There are 60 bottles of juice in box X and 19 bottles of juice in box Y. How many bottles of juice are there in boxes X and Y altogether?
Mixed operations,There are 50 passengers in a bus. 25 passengers alighted from the bus and another 30 passengers boarded the bus. How many passengers are there in the end?
Mixed operations,How many students are there in school X and school Z?
Mixed operations,Which motor vehicleis the most fuel efficient?
Mixed operations,The table below shows the amount of money spent by Jake every week. What is the total amount that Jake spent during the 1st and 4th week?
Mixed operations,How many eggs are there in the 4 baskets altogether?
Mixed operations,The table below represents the total amount of money spent by Charlie. Find the difference in the amount of money spent during the 1st and 4th week.
Mixed operations,John has 9 black beads. He has 10 more white beads than black beads and 4 fewer red beads than black beads. How many beads does he have in all?
Mixed operations,There are some marbles in a bag. There are 23 red marbles. There are 9 more blue marbles than red marbles and 7 less grey marbles than blue marbles. How many marbles does he have in all?
Mixed operations,There are some muffins in a shop. 45 muffins are apple muffins. There are 13 more chocolate muffins than apple muffins and 19 less banana muffins than apple muffins. What is the total number of chocolate and banana muffins in the shop?
Mixed operations,There are 28 boys and 17 girls in class 6A. There are 16 less boys in class 6B than class 6A. There are 11 more girls in class 6B than class 6A. How many students are there in class 6B?
Mixed operations,John has 34 marbles. Mary has 16 more marbles than John. Julian has 12 more marbles than Mary. Dominic has 38 marbles. How many marbles do they have altogether?
Mixed operations,Fill in the missing mathematical sign.  ( 25 - 8 ) ___ 4 = 13
Mixed operations,Fill in the missing mathematical sign.  ( 36 - 6 ) ___ 8 = 38
Mixed operations,Fill in the missing mathematical sign.  (65 + 54)  ____ 6 = 113
Mixed operations, ( 45 + 15 ) _____ 3 = 20
Mixed operations,Fill in the missing mathematical sign.  (25 _____ 5 ) + 15 = 20
Mixed operations,Fill in the missing mathematical sign.  (12 ____  5) + 27 = 87
Mixed operations,Fill in the missing mathematical sign.  ( 6 x 8 ) ____ 4 = 12
Mixed operations,Fill in the missing mathematical sign.  ( 20 ____ 18 ) x 5 = 190
Mixed operations,Fill in the missing mathematical sign. ( 65 ____ 35 ) + 20 = 50
Mixed operations,Fill in the missing mathematical sign.  (12 x 5 ) _____ 6 = 10
Estimation and rounding,42 when rounded off to the nearest ten is _______ .
Estimation and rounding,389 when rounded off to the nearest hundred is _______ .
Estimation and rounding,23 when rounded off to the nearest ten is _______ .
Estimation and rounding,19 when rounded off to the nearest ten is _______ .
Estimation and rounding,533 when rounded off to the nearest hundred is _______ .
Estimation and rounding,771 when rounded off to the nearest hundred is _______ .
Estimation and rounding,876 when rounded off to the nearest hundred is _______ .
Estimation and rounding,6554 when rounded off to the nearest thousand is _______ .
Estimation and rounding,3780 when rounded off to the nearest thousand is _______ .
Estimation and rounding,8217 when rounded off to the nearest thousand is ________ .
Estimation and rounding,$1.93when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$1.76when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$3.55 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$5.24 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$4.47 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$9.79 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$5.35 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$8.42 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$6.45 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,$4.34 when rounded off to the nearest 10 cents is ____ .
Estimation and rounding,I am a number. The digit 3 is in the ones place. I am greater than 40 but less than 52.  
Estimation and rounding,I am a number. The digit 8 is in the ones place. I am greater than 20 but less than 37.   
Estimation and rounding,I am a number. The digit 5 is in the ones place. I am greater than 40 but less than 54. 
Estimation and rounding,I am a number. The digit 6 is in the ones place. I am greater than 60 but less than 75.
Estimation and rounding,I am a number. The digit 8 is in the ones place. I am greater than 80 but less than 97. 
Estimation and rounding,I am a number. The digit 7 is in the ones place. I am greater than 70 but less than 86.
Estimation and rounding,I am a number. The digit 9 is in the ones place. I am greater than 60 but less than 78. 
Estimation and rounding,I am a number. The digit 7 is in the ones place. I am greater than 30 but less than 46.
Estimation and rounding,I am a number. The digit 4 is in the ones place. I am greater than 60 but less than 73.
Estimation and rounding,I am a number. The digit 1 is in the ones place. I am greater than 80 but less than 90.    
Estimation and rounding,Select the addition sentence which has a sum of about 1400.
Estimation and rounding,Select the addition sentence which has a sum of about 2000.
Estimation and rounding,Select the addition sentence which has a sum of about 1900.
Estimation and rounding,Select the addition sentence which has a sum of about 800.
Estimation and rounding,Select the addition sentence which has a sum of about 80.
Estimation and rounding,Select the addition sentence which has a sum of about 90.
Estimation and rounding,Select the addition sentence which has a sum of about 1400.
Estimation and rounding,Select the addition sentence which has a sum of about 1000.
Estimation and rounding,Select the addition sentence which has a sum of about 1600.
Estimation and rounding,Select the addition sentence which has a sum of about 1300.
Estimation and rounding,Estimate the product of 4 x 38 by rounding off 38 to the nearest 10. 
Estimation and rounding,Estimate the product of 2 x 24 by rounding off 24 to the nearest 10.
Estimation and rounding,Estimate the product of 8 x 45 by rounding off 45 to the nearest 10.
Estimation and rounding,Estimate the product of 3 x 13 by rounding off 13 to the nearest 10.
Estimation and rounding,Estimate the product of 6 x 36 by rounding off 36 to the nearest 10.
Estimation and rounding,Estimate the product of 7 x 17 by rounding off 17 to the nearest 10.
Estimation and rounding,Estimate the product of 3 x 45 by rounding off 45 to the nearest 10.
Estimation and rounding,Estimate the product of 9 x 45 by rounding off 45 to the nearest 10.
Estimation and rounding,Estimate the product of 8 x 83 by rounding off 83 to the nearest 10.
Estimation and rounding,Estimate the product of 10 x 104 by rounding off 104 to the nearest 10.
Logical reasoning,I am a number that is less than 89 but greater than 77. A digit 3 is is the ones place. What number am I?
Logical reasoning,I am greater than 37 but less than 41. I am also a multiple of 3. What number am I?
Logical reasoning,"A number has the digits 5 and 8. When the number is rounded off to the nearest 10, it becomes 60. What is the number?"
Logical reasoning,"A number has the digits 3 and 7. When the number is rounded off to the nearest 10, it becomes 70. What is the number?"
Logical reasoning,"A number has the digits 1 and 8. When this number is rounded off to the nearest 10, it becomes 80. What is this number?"
Logical reasoning,"A number has the digits 9 and 4. When this number is rounded off to the nearest 10, it becomes 90. What is this number?"
Logical reasoning,"A number has the digits 4 and 1. When this number is rounded off to the nearest 10, it becomes 10. What is this number?"
Logical reasoning,"A number has the digits 1 and 2. When this number is rounded off to the nearest 10, it becomes 20. What is this number?"
Logical reasoning,"A number has the digits 3 and 2. When the number is rounded off to the nearest 10, it becomes 20. What is the number?"
Logical reasoning,"A number has the digits 3 and 4. When this number is rounded off to the nearest 10, it becomes 40. What is this number?"
Logical reasoning,"A number has the digits 4 and 6. When this number is rounded off to the nearest 10, it becomes 60. What is this number?"
Logical reasoning,"A number has the digits 7 and 6. When the number is rounded off to the nearest 10, it becomes 80. What is the number?"
Logical reasoning,I am a number that has the digit 9 in the tens place. The digit in the ones place is greater than 2 but less than 4. What number am I?
Logical reasoning,"Arrange the digits5,4,9 and 0tocreate the greatest possible 4 digit number."
Logical reasoning,"Arrange the digits8,9,6, and 0to create the largest possible 4 digit number."
Logical reasoning,"Arrange the digits1,3,8,6 and 4to create the largest possible 5 digit number."
Logical reasoning,"Arrange the digits2,7,3,9 and 1to create the largest possible 5 digit number."
Logical reasoning,"Arrange the digits8,3,4,8,5 and 4to create the largest possible 6 digit number."
Logical reasoning,"Arrange the digits4,6,7,1,2 and 8to create the largest possible 6 digit number."
Logical reasoning,"Arrange the digits5,4,2,1,6,3 and 5to create the largest possible 7 digit number."
Logical reasoning,"Arrange the digits8,1,1,8,6,6 and 4to create the largest possible 7 digit number."
Logical reasoning,"Arrange the digits7,5,3,1 and 6to create the largest possible 5 digit number."
Logical reasoning,"Arrange the digits2,5,9,7,4 and 6to create the largest possible 6 digit number."
Logical reasoning,"Arrange the digits5,3,3,6,1 and 2to create the smallest possible 6 digit number."
Logical reasoning,"Arrange the digits5,2,3,1 and 4to create the smallest possible 6 diigit number."
Logical reasoning,"Arrange the digits5,2,3,9,4 and 3to create the smallest possible 6 digit number."
Logical reasoning,"Arrange the digits9,8,5,6 and 7to create the smallest possible 5 digit number."
Logical reasoning,Ray is taller than Mill. Charlie is taller than Ray. Who is the shortest?
Logical reasoning,Bill types faster than David. Jake types slower than Bill. Who types the fastest?
Logical reasoning,Andrew caught more butterflies than Ray. Ray caught more butterflies than Tom. Who caught the most butterflies?
Logical reasoning,Alvin spent more money than Theodore. Simon spent less money than Theodore. Who spent the most money?
Logical reasoning,"Car A is faster than the Car C. Car B is slower than Car C. Which car is the fastest? (Leave your answer as A, B or C representing Car A, Car B and Car C respectively) "
Logical reasoning,Jenny is 35 years old. Alex is 7 years older than Jenny and 10 years younger than Tom. How old is Tom?
Logical reasoning,Alvin is 46 years old. Charlie is 5 years older than Alvin and 3 years younger than Tom. How old is Tom?
Logical reasoning,Tom is 38 years old. Dominic is 4 years older than Charlie and 3 years older than Drake. Charlie is 5 years older than Tom. How old is Dominic?
Logical reasoning,Jake is 22 years old. Marcus is 3 years older than Terry and 5 years older than John. Terry is 7 years older than Jake. How old is John?
Logical reasoning,Drake is 12 years old. Alvin is 6 years older than Sean and 3 years younger than Philip. Sean is 2 years older than Drake. How old is Philip?
Logical reasoning,"The sum of two numbers is 10 and their difference is 2. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 10 and their difference is 0. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 9 and their difference is 3. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 4 and their difference is 2. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 8 and their difference is 2. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 19 and their difference is 1. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 17 and their difference is 3. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 7 and their difference is 5. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 11 and their difference is 1. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The sum of two numbers is 10 and their difference is 4. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 90. The difference between the larger and the smaller number is 1. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 25. The difference between the numbers is 0. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 32. The difference between the larger and the smaller number is 4. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 40. The difference between the larger and the smaller number is 3. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 56. The difference between the larger and the smaller number is 1. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 54. The difference between the larger and the smaller number is 3. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 81. The difference between numbers is 0. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 12. The difference between the larger and the smaller number is 4. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 27. The difference between the larger and the smaller number is 6. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 8. The difference between the larger and the smaller number is 7. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The quotient is 5 when a larger number is divided by a smaller number. The difference between the larger and the smaller number is 20. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The quotient is 6 when a larger number is divided by a smaller number. The difference between the larger and the smaller number is 15. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Logical reasoning,"The product of two numbers is 64. When one number is divided by the other, the quotient is 1. What are the two numbers?  (Separate the two numbers with a comma. Example - 5,7)"
Fractions,Select the figure which shows the fraction `3/8`.
Fractions,Select the figure which shows the fraction28.
Fractions,Select the figure which shows the fraction `5/8`.
Fractions,Select the figure which shows the fraction59.
Fractions,Select the figure which shows the fraction `3/9`.
Fractions,Select the figure which shows the fraction `7/9`.
Fractions,Select the figure which shows the fraction `1/2`.
Fractions,Select the figure which shows the fraction `2/3`.
Fractions,Select the figure which shows the fraction `1/2`.
Fractions,Select the figure which shows the fraction `1/4`.
Fractions,"There were some sweets in a plastic bag. The sweets found in the plastic bag were either chocolate or cola flavoured. 35 sweets were chocolate flavoured. What fraction of the sweets were cola flavoured if there were 80 sweets in total?  Notes to students:If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"There were some people on a beach. 5 of them were playing football while 3 of them were strolling. What fraction of the people on the beach were playing football?  Notes to students:If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b "
Fractions,"There are 100 students in a hall. 55 of them were girls. What fraction of the students are boys?  Notes to students:If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"16 boys were at a party. There were 24 children at the party. What fraction of the children were girls?  Notes to students:If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"There are 40 students in a class. 10 failed the English test. What fraction of the students in the class passed the test?  Notes to students:If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"What fraction does the red dot on the number line represent?  Note to students: If your answer to the above is a fraction, given that the answer isab, type your answer as a/b"
Fractions,"What fraction does the red dot on the number line represent ?  Note to students: If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"What fraction does the red dot on the number line represent?  Note to students: If your answer to the above is a fraction, given that the answer isab, type your answer as a/b "
Fractions,"What fraction does the red dot on the number line represent ?  Note to students: If your answer to the above is a fraction, given that the answer is `a/b`, type your answer as a/b"
Fractions,"What fraction does the red dot on the number line represent ?  Note to students: If your answer to the above is a fraction, given that the answer isab, type your answer as a/b"
Fractions,"Which fraction is smaller?  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Which fraction is smaller? Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Which fraction is smaller? Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Which fraction is smaller ? Note to students:Given that the answer isab, type your answer as a/b "
Fractions,"Which fraction is smaller? Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Which fraction is greater? Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Which fraction is greater? Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Which fraction is greater? Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Which fraction is greater? Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Which fraction is greater? Note to students:Given that the answer isab, type your answer as a/b"
Fractions,Which fraction is equivalent to `1/2`? 
Fractions,Which fraction is equivalent to `2/10` ?
Fractions,Which fraction is equivalent to48?
Fractions,Which fraction is equivalent to `2/8` ?
Fractions,Which fraction is equivalent to416?
Fractions,Which fraction is equivalent to `4/12` ?
Fractions,Which fraction is equivalent to525?
Fractions,Which fraction is equivalent to `6/9` ?
Fractions,Which fraction is equivalent to `4/10` ?
Fractions,Which fraction is equivalent to `6/8` ?
Fractions,Which fraction is equivalent to13?
Fractions,Which fraction is equivalent to `2/4` ?
Fractions,Which fraction is equivalent to28?
Fractions,Which fraction is equivalent to `1/2` ?
Fractions,Which fraction is equivalent to `9/12` ?
Fractions,What is `2/10` in its lowest terms?
Fractions,What is214in its lowest terms?
Fractions,What is`3/9` in its lowest terms?
Fractions,What is410in its lowest terms?
Fractions,What is `2/8` in its lowest terms?
Fractions,What is `6/8` in its lowest terms?
Fractions,What is `3/6` in its lowest terms?
Fractions,What is `8/16` in its lowest terms?
Fractions,What is `2/18` in its lowest terms?
Fractions,What is `6/9` in its lowest terms?
Fractions,"Arrange the fractions from smallest to the largest. `2/8` ,   `6/8`  ,  `3/8`"
Fractions,"Arrange the fractions from smallest to largest. 17,57,37"
Fractions,"Arrange the fractions from smallest to largest. `3/4` , `2/4` , `1/4`"
Fractions,"Arrange the fractions in order from smallest to largest. 26,56,46"
Fractions,"Arrange the fractions from smallest to largest. `2/5` ,`5/5` ,`4/5`"
Fractions,"Arrange the fractions from largest to smallest.  33,13,23"
Fractions,"Arrange the fractions from largest to smallest.  `2/6` , `1/6` , `4/6`"
Fractions,"Arrange the fractions from largest to smallest.  `4/8` , `2/8` , `6/8`"
Fractions,"Arrange the fractions from largest to smallest. `2/10` , `5/10` , `8/10`"
Fractions,"Arrange the fractions from largest to smallest.  `4/8` , `2/8` , `6/8`"
Fractions,`5/8` × 24 = ________
Fractions,48× 10 = ________
Fractions,`8/12` × 18 = _________
Fractions,715× 30 = ________
Fractions,`9/10` × 40 = ________
Fractions,"Subtract: `3/4` − `2/4` = _______  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Add: `1/3` + `2/3` = _______ Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Add: 36+26= _______ Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Subtract: `4/8` − `2/8` = _______  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Add: `3/10` + `5/10` = _______  Note to students:Given that the answer is `a/b`, type your answer as a/b "
Fractions,"Subtract: 68−28= _______  Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Add: `4/9` + `2/9` = ________  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Subtract: 64−34= _______  Note to students:Given that the answer isab, type your answer as a/b"
Fractions,"Add: `1/3` + `1/3` = ________  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Fractions,"Subtract: `3/5` - `1/5` = ________  Note to students:Given that the answer is `a/b`, type your answer as a/b"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Probability and statistics,"A box contains some green marbles shown here. If John puts his hand into the box to pick a marble, how likely is it that he will pick a red marble?"
Whole Numbers,"Yesterday, Harry travelled 387 km from city A to city B. Today, he travelled 48 km less from city B to city C. What was the distance travelled by Harry in 2 days?"
Whole Numbers,6523 animals in the zoo are tigers. There are 899 more tigers than lions. What is the total number of tigers and lions in the zoo? 
Whole Numbers,There are 229 fewer mango trees than apple trees. There are 2937 apple trees in a farm. How many trees are there in the farm altogether? 
Whole Numbers,"Uncle Matthew has 2363 fewer sheep than goats. If he has 4027 goats, how many goats and sheep does he have altogether?"
Whole Numbers,Mary spent $3632 . She spent $3045 more than Tom. Find the total amount that Tom and Mary spent.
Whole Numbers,Esther has 168 pink ribbons. She has 187 more black ribbons than pink ribbons. How many ribbons does she have altogether?
Whole Numbers,There are 177 red flowers in a flower shop. The number of yellow flowers is 165 more than the number of red flowers. What is the total number of flowers in the flower shop?
Whole Numbers,There are 1068 zebras in a safari. There are 1182 more birds than zebras. Find the total number of zebras and birds in the safari.
Whole Numbers,"In a school, there are 727 girls. If there are 2375 more boys than girls in the school, how many students are there in the school altogether?"
Whole Numbers,"Ashton has 647 marbles. If Smith has 367 more marbles than Ashton, how many marbles do they have altogether? "
Whole Numbers,Terry saved $287 last month. He saved $35 more this month. Find his total savings for both months. 
Whole Numbers,"John went on a shopping spree. He spent $5000 on a watch. If he spent $2656 more on a coat than on the watch, find the total amount of money that John spent."
Whole Numbers,"At first, John had a total of 345 marbles. If his uncle gave him another 213 marbles, find the total number of marbles he would have in the end."
Whole Numbers,Sally's mass is 26 kg. Her mother's mass is 39 kg more than her. Find the total mass of Sally and her mother. 
Whole Numbers,"Tom, Harry and Jaden have a total of $2800. Tom has $282. Harry has $97 more than Tom. How much does Jaden have?"
Whole Numbers,"The total number marbles in box 1, box 2 and box 3 is 4892. Box 1 contains 850 marbles. Box 2 contains 397 fewer marbles than the Box 1. How many marbles are there in box 3? "
Whole Numbers,There are a total of 2560 trees in three orchards. The first orchard had 440 trees. There are 280 less trees in the first orchard than in the second orchard. How many trees are there in the third orchard? 
Whole Numbers,"Ross,Jack and Jerry took part in a spelling competition. Ross, Jack and Jerry scored a total of 246 points . Jack scored 93 points and Jerry scored 18 points less than Jack. How many points did Ross score? "
Whole Numbers,The total cost of a toy car and doll is $155. The doll cost $69 more than the toy car. Find the cost of the doll. 
Whole Numbers,"In a hospital, there are a total of 3675 doctors and nurses. If the number of nurses is 1387 more than the number of doctors, how many nurses are there?"
Whole Numbers,A total of 2756 people attended a church service. The pastor did a headcount and found that there were 1344 fewer females than males in the congregation. How many males attended the church service? 
Whole Numbers,The total number of oranges and apples in a box is 3546. There were 1356 more oranges than apples in the box. How many oranges are there? 
Whole Numbers,The total cost of a pair of shoes and cap is $317. The cap costs $289 more than the pair of shoes. Find the total cost of two caps.
Whole Numbers,The total cost of a leather wallet and a belt is $192. The belt costs $28 more than the wallet. Calculate the cost of the belt.
Whole Numbers,"In a school, there are a total of 5760 boys and girls. If there are 358 more girls than boys, how many boys are there in the school?"
Whole Numbers,"A zoo has 4057 parrots and peacocks. If there are 457 more parrots than peacocks, how many peacocks are there in the zoo? "
Whole Numbers,There are 4846 strawberries and cherries in a box. The number of cherries is 68 fewer than the number of strawberries. How many cherries are there in the box? 
